2.000000,3.000000,500.000000,300.000000,989202.000000,
3.000000,2.000000,500.000000,450.000000,1213481.000000,
2.000000,4.000000,600.000000,540.000000,1265983.000000,
4.000000,4.000000,650.000000,500.000000,1377746.000000,
2.000000,2.000000,645.000000,430.000000,1243716.000000,
1.000000,2.000000,700.000000,430.000000,1275269.000000,
5.000000,3.000000,800.000000,550.000000,1865254.000000,
2.000000,2.000000,500.000000,320.000000,1129912.000000,
3.000000,5.000000,870.000000,450.000000,1688260.000000,
2.000000,2.000000,540.000000,400.000000,1162715.000000,
1.000000,2.000000,770.000000,600.000000,1584542.000000,
2.000000,4.000000,657.000000,545.000000,1569624.000000,
4.000000,3.000000,500.000000,345.000000,1075363.000000,
2.000000,2.000000,324.000000,350.000000,820012.000000,
3.000000,4.000000,500.000000,400.000000,1339306.000000,
2.000000,1.000000,234.000000,120.000000,437996.000000,
6.000000,3.000000,520.000000,340.000000,1057786.000000,
2.000000,2.000000,685.000000,540.000000,1351889.000000,
2.000000,3.000000,600.000000,450.000000,1254776.000000,
3.000000,3.000000,569.000000,305.000000,1162646.633969,
3.000000,5.000000,784.000000,347.000000,1294643.510721,
5.000000,2.000000,772.000000,433.000000,1449316.385308,
2.000000,4.000000,649.000000,347.000000,1134287.850231,
2.000000,1.000000,730.000000,320.000000,1205828.551341,
5.000000,2.000000,693.000000,497.000000,1313752.788733,
5.000000,3.000000,526.000000,300.000000,1192476.429024,
1.000000,3.000000,555.000000,394.000000,1353552.659939,
5.000000,4.000000,745.000000,445.000000,1751448.058594,
3.000000,1.000000,798.000000,317.000000,1360237.519304,
5.000000,5.000000,650.000000,387.000000,1500006.978165,
1.000000,5.000000,782.000000,361.000000,1483437.304696,
2.000000,5.000000,719.000000,477.000000,1650685.032918,
1.000000,3.000000,676.000000,423.000000,1363516.725021,
2.000000,4.000000,555.000000,442.000000,1522695.870196,
4.000000,2.000000,699.000000,423.000000,1220573.956116,
2.000000,1.000000,616.000000,341.000000,1010168.010480,
4.000000,2.000000,536.000000,470.000000,1191107.502379,
3.000000,3.000000,528.000000,357.000000,1146975.972102,
1.000000,2.000000,764.000000,329.000000,1235602.523948,
2.000000,2.000000,715.000000,342.000000,1249836.324156,
1.000000,4.000000,580.000000,406.000000,1247246.753558,
3.000000,1.000000,792.000000,307.000000,1042910.351800,
3.000000,2.000000,735.000000,446.000000,1234729.470801,
1.000000,5.000000,609.000000,495.000000,1517328.478245,
2.000000,1.000000,767.000000,478.000000,1453595.923099,
1.000000,2.000000,560.000000,457.000000,1258561.623182,
4.000000,3.000000,615.000000,445.000000,1178982.431057,
1.000000,2.000000,541.000000,318.000000,1161067.900688,
4.000000,4.000000,799.000000,404.000000,1608592.125881,
4.000000,1.000000,678.000000,326.000000,1163287.179947,
2.000000,2.000000,631.000000,360.000000,1251229.871588,
5.000000,5.000000,749.000000,482.000000,1641594.180458,
3.000000,5.000000,610.000000,498.000000,1490281.405944,
3.000000,4.000000,612.000000,442.000000,1453368.398449,
5.000000,2.000000,640.000000,478.000000,1529984.938885,
4.000000,5.000000,582.000000,401.000000,1439028.430602,
1.000000,3.000000,717.000000,481.000000,1507508.159940,
3.000000,2.000000,793.000000,416.000000,1595225.149880,
4.000000,3.000000,706.000000,319.000000,1326422.166441,
5.000000,5.000000,748.000000,368.000000,1624019.882897,
4.000000,3.000000,552.000000,446.000000,1171671.875101,
5.000000,3.000000,748.000000,456.000000,1622280.375014,
2.000000,2.000000,796.000000,307.000000,1282558.595405,
3.000000,1.000000,555.000000,451.000000,1112648.468840,
2.000000,4.000000,701.000000,396.000000,1444305.242234,
5.000000,4.000000,634.000000,477.000000,1548116.591488,
1.000000,2.000000,533.000000,375.000000,1032803.182450,
3.000000,4.000000,687.000000,383.000000,1177602.362692,
5.000000,3.000000,646.000000,465.000000,1603601.465275,
5.000000,4.000000,653.000000,405.000000,1505782.791586,
5.000000,4.000000,654.000000,480.000000,1429130.731040,
3.000000,4.000000,668.000000,450.000000,1390006.665011,
4.000000,4.000000,521.000000,450.000000,1379011.294916,
3.000000,5.000000,753.000000,489.000000,1667522.624037,
5.000000,1.000000,668.000000,480.000000,1481109.243971,
2.000000,5.000000,572.000000,382.000000,1248473.935092,
4.000000,5.000000,521.000000,333.000000,1411082.828981,
3.000000,2.000000,698.000000,405.000000,1291460.250278,
3.000000,1.000000,588.000000,366.000000,1095166.468176,
4.000000,5.000000,597.000000,399.000000,1541063.211167,
2.000000,5.000000,550.000000,407.000000,1301129.379870,
1.000000,3.000000,628.000000,319.000000,1155865.781081,
5.000000,2.000000,716.000000,384.000000,1259068.536832,
2.000000,1.000000,696.000000,492.000000,1413784.879976,
1.000000,2.000000,645.000000,400.000000,1270107.992617,
5.000000,2.000000,681.000000,382.000000,1314635.080623,
4.000000,5.000000,665.000000,466.000000,1433361.607547,
5.000000,4.000000,686.000000,448.000000,1560945.164369,
2.000000,2.000000,760.000000,479.000000,1331379.979193,
2.000000,2.000000,773.000000,418.000000,1354077.151702,
5.000000,5.000000,627.000000,454.000000,1678840.261047,
4.000000,2.000000,538.000000,445.000000,1095714.986600,
4.000000,4.000000,753.000000,401.000000,1354308.549159,
4.000000,1.000000,755.000000,449.000000,1338721.346306,
4.000000,4.000000,756.000000,427.000000,1492145.545484,
1.000000,5.000000,533.000000,470.000000,1379589.580695,
3.000000,4.000000,717.000000,348.000000,1518008.371619,
1.000000,5.000000,547.000000,444.000000,1376739.828965,
5.000000,2.000000,649.000000,474.000000,1313458.767450,
4.000000,2.000000,554.000000,329.000000,1172745.390170,
